,SPLCOLOR,SPLSHAPE,color,image_id,shape
1938,C48325,C48345,White,630100021,Elliptical / Oval
1939,C48325,C48348,White,604290621,Round
1940,C48332,C48345,Beige,003784745,Elliptical / Oval
1941,C48325,C48348,White,000544721,Round
1942,C48325,C48348,White,003780512,Round
1943,C48327,C48348,Purple,51672-4042-02_D6156B1B,Round
1944,C48330,C48348,Yellow,50419-0409-01_SPLIMAGE30_AC19560A,Round
1945,C48333;C48325,C48336,Blue / White,51285055402,Capsule-shape
1946,C48325,C48348,White,006034485,Round
1947,C48325,C48345,White,433530032,Elliptical / Oval
1948,C48331,C48348,Peach,003786045,Round
1949,C48325,C48348,White,101470902,Round
1950,C48329,C48345,Blue,65862-0202-90_NLMIMAGE10_A2445172,Round
1951,C48325,C48345,Orange,131070144,Round
1952,C48325,C48345,White,493480729,Elliptical / Oval
1953,C48325,C48348,White,604290176,Round
1954,C48325;C48331,C48336,Orange / White,000252752,Capsule-shape
1955,C48325,C48345,Purple,67386-0315-01_NLMIMAGE10_123F892C,Round
1956,C48332,C48345,Tan,68180-0479-01_B4215A0A,Elliptical / Oval
1957,C48326,C48345,Red,596760566,Elliptical / Oval
1958,C48325,C48348,Yellow,63459054828,Round
1959,C48330,C48348,Yellow,60505-3454-06_NLMIMAGE10_714338C9,Round
1960,C48333,C48348,Blue,00093-0576-06_6026B005,Round
1961,C48330,C48336,Yellow,422910655,Capsule-shape
1962,C48325,C48348,White,596300485,Round
1963,C48325,C48348,White,633040098,Round
1964,C48325,C48348,White,605053132,Round
1965,C48325,C48345,White,000095135,Elliptical / Oval
1966,C48328,C48348,Pink,29300-0126-01_26131378,Round
1967,C48325,C48345,White,00093-5214-01_5A2BAD7D,Elliptical / Oval
1968,C48325,C48345,White,000046416,Capsule-shape
1969,C48325,C48348,White,551110730,Round
1970,C48325,C48348,White,001350430,Round
1971,C48332,C48345,Orange,00093744001,Elliptical / Oval
1972,C48325,C48348,White,51285-0697-02_NLMIMAGE10_8E2F475A,Round
1973,C48325,C48345,White,00093104998,Elliptical / Oval
1974,C48333,C48345,Blue,597626733,Elliptical / Oval
1975,C48325,C48348,White,605053111,Round
1976,C48330,C48345,White,422910717,Elliptical / Oval
1977,C48329,C48345,Green,576640136,Capsule-shape
1978,C48328,C48345,Pink,00172-5411-60_BA07DD3E,Elliptical / Oval
1979,C48333,C48348,Pink,459630342,Round
1980,C48328,C48336,Pink,16571-0215-22_NLMIMAGE10_4D4326F9,Capsule-shape
1981,C48328,C48345,Pink,633040763,Elliptical / Oval
1982,C48330,C48348,Yellow,31df9d2e-4549-2df2-e054-00144ff88e88,Round
1983,C48328,C48348,Pink,101470882,Round
1984,C48325,C48345,White,00093-7293-53_871C43D2,Elliptical / Oval
1985,C48325,C48348,White,000540222,Round
1986,C48326,C48336,Red,000693230,Capsule-shape
1987,C48326,C48345,Green,00363-0572-31_NLMIMAGE10_9038C876,Elliptical / Oval
1988,C48331,C48348,Yellow,003786610,Capsule-shape
1989,C48333;C48325,C48336,Blue & White,001151330,Capsule-shape
1990,C48333,C48345,Blue,604290624,Elliptical / Oval
1991,C48328,C48348,Pink,51285-0082-97_NLMIMAGE10_E92F74EB,Round
1992,C48331;C48326,C48345,Orange,00093112201,Elliptical / Oval
1993,C48331,C48348,Peach,00555-9012-58_NLMIMAGE10_7F2FBFBD,Round
1994,C48325,C48348,Green,00378-0415-10_0415825C,Round
1995,C48328,C48345,White,004561110,Round
1996,C48325,C48345,White,249870700,Elliptical / Oval
1997,C48324,C48345,Gray,00074-7126-13_C003606B,Elliptical / Oval
1998,C48331,C48348,Orange,68382-0115-05_NLMIMAGE10_9D3D4EAA,Round
1999,C48325,C48336,White,67877-0222-05_NLMIMAGE10_2A3B1538,Capsule-shape
2000,C48325,C48348,White,422910696,Round
2001,C48324,C48336,Blue & Gray,604290024,Capsule-shape
2002,C48327,C48336,Purple,001865022,Capsule-shape
2003,C48329,C48345,Green,604290245,Elliptical / Oval
2004,C48325,C48348,White,646790923,Round
2005,C48325,C48348,White,23155-0106-10_F8077C4B,Round
2006,C48325,C48345,White,49702-0202-18_34191A68,Elliptical / Oval
2007,C48331,C48345,Orange,246580302,Elliptical / Oval
2008,C48328,C48345,Pink,29300-0139-05_NLMIMAGE10_AB39D58E,Elliptical / Oval
2009,C48325,C48348,White,001850123,Round
2010,C48330,C48345,Blue & Yellow,677670135,Capsule-shape
2011,C48330,C48348,Yellow,60429-202_M_LH2,Round
2012,C48328,C48345,Pink,498840664,Elliptical / Oval
2013,C48325,C48348,White,001850118,Round
2014,C48327,C48348,Purple,003780073,Round
2015,C48331,C48336,Orange,422910653,Capsule-shape
2016,C48328;C48331,C48336,Pink / Orange,003788021,Capsule-shape
2017,C48325,C48348,White,498840043,Round
2018,C48330,C48345,Yellow,604290364,Elliptical / Oval
2019,C48330,C48345,Red / Yellow,42769-1225-00_C907E48F,Capsule-shape
2020,C48328;C48323,C48336,Maroon & Pink,647640046,Capsule-shape
2021,C48329,C48336,Green / White,007812201,Capsule-shape
2022,C48326;C48331;C48325,C48336,Orange,504740200,Capsule-shape
2023,C48333,C48348,Blue,003781054,Round
2024,C48332,C48336,Brown,68180-0756-01_NLMIMAGE10_473DA3FD,Capsule-shape
2025,C48330;C48323,C48336,Black & Yellow,524270285,Capsule-shape
2026,C48329,C48348,Blue,003780210,Round
2027,C48325,C48345,White,00093-2274-34,Elliptical / Oval
2028,C48325,C48345,White,605052552,Elliptical / Oval
2029,C48325,C48348,White,502420064,Round
2030,C48325,C48348,White,001431763,Round
2031,C48333,C48336,Blue,516600904,Capsule-shape
2032,C48328;C48328;C48326,C48336,Pink,003785220,Capsule-shape
2033,C48325,C48336,White,605052510,Figure eight-shape
2034,C48331,C48348,Orange,675440052,Round
2035,C48325,C48345,White,63459021530,Oval
2036,C48325,C48348,White,00143-1458-10_251B92AC,Round
2037,C48325,C48345,White,628560602,Elliptical / Oval
2038,C48325,C48348,White,604290112,Round
2039,C48325,C48348,White,24979-0004-06_NLMIMAGE10_F04AF857,Round
2040,C48325,C48336,White,007812145,Capsule-shape
2041,C48330,C48348,Yellow,006033714,Round
2042,C48325,C48348,White,000540265,Round
2043,C48325,C48348,White,604290763,Round
2044,C48330,C48348,Orange,000780401,Round
2045,C48331,C48348,Yellow,64125-0127-10_NLMIMAGE10_A23B510A,Round
2046,C48325,C48348,White,00093-0050-01_NLMIMAGE10_CA426543,Round
2047,C48325,C48345,White,13107-0032-34_421B2139,Capsule-shape
2048,C48329,C48336,Green,003787005,Capsule-shape
2049,C48331,C48345,Orange,006033891,Elliptical / Oval
2050,C48325,C48348,White,544820144,Round
2051,C48326,C48348,Pink,00603-2216-21_54242A11,Round
2052,C48333,C48345,Blue,433530049,Elliptical / Oval
